instance,family,status,result,variables,clauses,decisions,propagations,conflicts,restarts,props_per_decision,cpu_time,B_req@on-chip (1 us),B_req@PCIe-class (10 us),B_req@tuned-link (50 us),B_req@ECP5 UDP (200 us)
uf50-0937.cnf,uf50-218,ok,SAT,50,218,22,102,4,1,4.6364,0.001052,2.1568458286601673,21.568458286601675,107.84229143300837,431.3691657320335
uf50-0938.cnf,uf50-218,ok,SAT,50,218,26,161,11,1,6.1923,0.00108,1.6149088383960724,16.149088383960727,80.74544191980362,322.9817676792145
uf50-0939.cnf,uf50-218,ok,SAT,50,218,12,69,2,1,5.75,0.001035,1.7391304347826086,17.39130434782609,86.95652173913044,347.82608695652175
uf50-094.cnf,uf50-218,ok,SAT,50,218,61,612,42,1,10.0328,0.001054,0.9967307232278128,9.967307232278129,49.83653616139064,199.34614464556256
uf50-0940.cnf,uf50-218,ok,SAT,50,218,60,650,46,1,10.8333,0.001072,0.9230797633223488,9.230797633223489,46.153988166117436,184.61595266446975
uf50-0941.cnf,uf50-218,ok,SAT,50,218,14,133,5,1,9.5,0.001024,1.0526315789473684,10.526315789473685,52.63157894736842,210.52631578947367
uf50-0942.cnf,uf50-218,ok,SAT,50,218,53,542,37,1,10.2264,0.001118,0.9778612219353829,9.77861221935383,48.893061096769145,195.57224438707658
uf50-0943.cnf,uf50-218,ok,SAT,50,218,52,505,37,1,9.7115,0.001101,1.029707048344746,10.297070483447461,51.4853524172373,205.9414096689492
uf50-0944.cnf,uf50-218,ok,SAT,50,218,71,902,58,1,12.7042,0.001194,0.7871412603705861,7.8714126037058625,39.3570630185293,157.4282520741172
uf50-0945.cnf,uf50-218,ok,SAT,50,218,29,232,13,1,8.0,0.001072,1.25,12.500000000000002,62.5,250.0
uf50-0946.cnf,uf50-218,ok,SAT,50,218,103,1329,85,1,12.9029,0.001172,0.7750195692441234,7.750195692441235,38.75097846220617,155.00391384882468
uf50-0947.cnf,uf50-218,ok,SAT,50,218,26,226,11,1,8.6923,0.001112,1.1504434959676957,11.504434959676958,57.52217479838478,230.08869919353913
uf50-0948.cnf,uf50-218,ok,SAT,50,218,40,436,25,1,10.9,0.001063,0.9174311926605504,9.174311926605506,45.87155963302752,183.4862385321101
uf50-0949.cnf,uf50-218,ok,SAT,50,218,31,245,15,1,7.9032,0.001045,1.265310254074299,12.653102540742992,63.265512703714954,253.06205081485982
uf50-095.cnf,uf50-218,ok,SAT,50,218,48,598,39,1,12.4583,0.001059,0.8026777329170112,8.026777329170113,40.13388664585056,160.53554658340224
uf50-0950.cnf,uf50-218,ok,SAT,50,218,48,633,39,1,13.1875,0.001075,0.7582938388625592,7.582938388625593,37.91469194312796,151.65876777251185
uf50-0951.cnf,uf50-218,ok,SAT,50,218,46,511,32,1,11.1087,0.0011,0.9001953423892984,9.001953423892985,45.00976711946492,180.03906847785967
uf50-0952.cnf,uf50-218,ok,SAT,50,218,37,319,22,1,8.6216,0.001063,1.1598775169342117,11.598775169342119,57.99387584671058,231.97550338684232
uf50-0953.cnf,uf50-218,ok,SAT,50,218,55,621,43,1,11.2909,0.001055,0.8856689900716506,8.856689900716507,44.28344950358253,177.13379801433013
uf50-0954.cnf,uf50-218,ok,SAT,50,218,35,314,18,1,8.9714,0.001041,1.114653231379718,11.14653231379718,55.7326615689859,222.9306462759436
uf50-0955.cnf,uf50-218,ok,SAT,50,218,29,278,15,1,9.5862,0.001111,1.0431662181051928,10.43166218105193,52.15831090525965,208.6332436210386
uf50-0956.cnf,uf50-218,ok,SAT,50,218,16,98,4,1,6.125,0.001025,1.6326530612244898,16.326530612244902,81.63265306122449,326.53061224489795
uf50-0957.cnf,uf50-218,ok,SAT,50,218,51,434,37,1,8.5098,0.001101,1.1751157489012667,11.75115748901267,58.75578744506333,235.02314978025333
uf50-0958.cnf,uf50-218,ok,SAT,50,218,24,321,18,1,13.375,0.00105,0.7476635514018691,7.476635514018692,37.38317757009346,149.53271028037383
uf50-0959.cnf,uf50-218,ok,SAT,50,218,25,231,13,1,9.24,0.00106,1.0822510822510822,10.822510822510823,54.112554112554115,216.45021645021646
uf50-096.cnf,uf50-218,ok,SAT,50,218,17,122,6,1,7.1765,0.00098,1.3934369121438026,13.93436912143803,69.67184560719014,278.68738242876054
uf50-0960.cnf,uf50-218,ok,SAT,50,218,59,678,43,1,11.4915,0.001093,0.8702084149153723,8.702084149153723,43.51042074576861,174.04168298307445
uf50-0961.cnf,uf50-218,ok,SAT,50,218,17,83,3,1,4.8824,0.001015,2.0481730296575456,20.48173029657546,102.40865148287727,409.6346059315091
uf50-0962.cnf,uf50-218,ok,SAT,50,218,59,509,33,1,8.6271,0.00111,1.1591380649349143,11.591380649349144,57.95690324674572,231.82761298698287
uf50-0963.cnf,uf50-218,ok,SAT,50,218,51,651,42,1,12.7647,0.001176,0.7834104992675112,7.834104992675114,39.17052496337556,156.68209985350225
uf50-0964.cnf,uf50-218,ok,SAT,50,218,30,182,12,1,6.0667,0.001065,1.6483425915242225,16.483425915242226,82.41712957621112,329.6685183048445
uf50-0965.cnf,uf50-218,ok,SAT,50,218,18,153,6,1,8.5,0.001071,1.1764705882352942,11.764705882352942,58.8235294117647,235.2941176470588
uf50-0966.cnf,uf50-218,ok,SAT,50,218,20,102,7,1,5.1,0.001115,1.9607843137254903,19.607843137254907,98.03921568627452,392.15686274509807
uf50-0967.cnf,uf50-218,ok,SAT,50,218,35,327,17,1,9.3429,0.001075,1.0703314816598701,10.703314816598702,53.5165740829935,214.066296331974
uf50-0968.cnf,uf50-218,ok,SAT,50,218,65,554,34,1,8.5231,0.001078,1.17328202179958,11.732820217995801,58.664101089979,234.656404359916
uf50-0969.cnf,uf50-218,ok,SAT,50,218,36,274,16,1,7.6111,0.001051,1.3138705311978558,13.138705311978558,65.69352655989279,262.77410623957115
uf50-097.cnf,uf50-218,ok,SAT,50,218,62,656,50,1,10.5806,0.001095,0.9451259852938396,9.451259852938398,47.25629926469198,189.02519705876793
uf50-0970.cnf,uf50-218,ok,SAT,50,218,17,111,6,1,6.5294,0.00106,1.5315342910527767,15.31534291052777,76.57671455263883,306.30685821055533
uf50-0971.cnf,uf50-218,ok,SAT,50,218,58,653,43,1,11.2586,0.001093,0.888209901763985,8.88209901763985,44.41049508819925,177.641980352797
uf50-0972.cnf,uf50-218,ok,SAT,50,218,54,731,45,1,13.537,0.001098,0.7387161113983896,7.387161113983897,36.93580556991948,147.74322227967792
uf50-0973.cnf,uf50-218,ok,SAT,50,218,28,345,19,1,12.3214,0.001045,0.8115960848604866,8.115960848604868,40.57980424302433,162.3192169720973
uf50-0974.cnf,uf50-218,ok,SAT,50,218,64,704,51,1,11.0,0.001076,0.9090909090909091,9.090909090909092,45.45454545454545,181.8181818181818
uf50-0975.cnf,uf50-218,ok,SAT,50,218,24,150,9,1,6.25,0.001066,1.6,16.000000000000004,80.0,320.0
uf50-0976.cnf,uf50-218,ok,SAT,50,218,53,634,38,1,11.9623,0.001137,0.8359596398685871,8.359596398685872,41.79798199342935,167.1919279737174
uf50-0977.cnf,uf50-218,ok,SAT,50,218,37,389,22,1,10.5135,0.001094,0.9511580349074998,9.511580349075,47.55790174537499,190.23160698149997
uf50-0978.cnf,uf50-218,ok,SAT,50,218,15,149,7,1,9.9333,0.000986,1.0067147876335156,10.067147876335158,50.33573938167578,201.34295752670312
uf50-0979.cnf,uf50-218,ok,SAT,50,218,16,214,8,1,13.375,0.001041,0.7476635514018691,7.476635514018692,37.38317757009346,149.53271028037383
uf50-098.cnf,uf50-218,ok,SAT,50,218,15,78,4,1,5.2,0.001135,1.923076923076923,19.230769230769234,96.15384615384615,384.6153846153846
uf50-0980.cnf,uf50-218,ok,SAT,50,218,52,559,42,1,10.75,0.001204,0.9302325581395349,9.30232558139535,46.51162790697674,186.04651162790697
uf50-0981.cnf,uf50-218,ok,SAT,50,218,87,1023,71,1,11.7586,0.001159,0.8504413790757404,8.504413790757404,42.52206895378702,170.08827581514808
uf50-0982.cnf,uf50-218,ok,SAT,50,218,46,558,33,1,12.1304,0.001074,0.8243751236562685,8.243751236562687,41.21875618281343,164.87502473125372
uf50-0983.cnf,uf50-218,ok,SAT,50,218,28,171,9,1,6.1071,0.001038,1.6374383913805244,16.374383913805246,81.87191956902622,327.4876782761049
uf50-0984.cnf,uf50-218,ok,SAT,50,218,41,459,32,1,11.1951,0.001067,0.8932479388303811,8.932479388303813,44.662396941519056,178.64958776607622
uf50-0985.cnf,uf50-218,ok,SAT,50,218,55,605,43,1,11.0,0.001077,0.9090909090909091,9.090909090909092,45.45454545454545,181.8181818181818
uf50-0986.cnf,uf50-218,ok,SAT,50,218,54,508,34,1,9.4074,0.001092,1.0629929629865849,10.62992962986585,53.149648149329245,212.59859259731698
uf50-0987.cnf,uf50-218,ok,SAT,50,218,52,599,41,1,11.5192,0.001091,0.8681158413778735,8.681158413778736,43.405792068893675,173.6231682755747
uf50-0988.cnf,uf50-218,ok,SAT,50,218,134,1484,101,2,11.0746,0.001188,0.902967150055081,9.029671500550812,45.148357502754045,180.59343001101618
uf50-0989.cnf,uf50-218,ok,SAT,50,218,29,289,17,1,9.9655,0.001056,1.003461943705785,10.03461943705785,50.173097185289244,200.69238874115698
uf50-099.cnf,uf50-218,ok,SAT,50,218,32,269,16,1,8.4062,0.00103,1.1895981537436653,11.895981537436656,59.47990768718327,237.91963074873308
uf50-0990.cnf,uf50-218,ok,SAT,50,218,26,218,12,1,8.3846,0.001055,1.1926627388307134,11.926627388307136,59.63313694153567,238.53254776614267
uf50-0991.cnf,uf50-218,ok,SAT,50,218,23,196,13,1,8.5217,0.001031,1.1734747761596866,11.734747761596868,58.67373880798433,234.6949552319373
uf50-0992.cnf,uf50-218,ok,SAT,50,218,14,83,4,1,5.9286,0.001099,1.6867388590898356,16.867388590898358,84.33694295449178,337.3477718179671
uf50-0993.cnf,uf50-218,ok,SAT,50,218,49,562,40,1,11.4694,0.0011,0.8718851901581599,8.718851901581601,43.594259507908,174.377038031632
uf50-0994.cnf,uf50-218,ok,SAT,50,218,52,605,37,1,11.6346,0.001094,0.8595052687672975,8.595052687672975,42.97526343836488,171.9010537534595
uf50-0995.cnf,uf50-218,ok,SAT,50,218,21,165,9,1,7.8571,0.001019,1.2727342149138996,12.727342149138996,63.63671074569498,254.5468429827799
uf50-0996.cnf,uf50-218,ok,SAT,50,218,71,833,57,1,11.7324,0.0011,0.852340527087382,8.52340527087382,42.617026354369095,170.46810541747638
uf50-0997.cnf,uf50-218,ok,SAT,50,218,40,307,17,1,7.675,0.00105,1.3029315960912053,13.029315960912054,65.14657980456026,260.58631921824104
uf50-0998.cnf,uf50-218,ok,SAT,50,218,43,451,30,1,10.4884,0.001217,0.9534342702414095,9.534342702414097,47.671713512070475,190.6868540482819
uf50-0999.cnf,uf50-218,ok,SAT,50,218,32,185,11,1,5.7812,0.001087,1.7297446896838027,17.29744689683803,86.48723448419013,345.9489379367605
uuf50-01.cnf,uuf50-218,ok,UNSAT,50,218,68,840,60,1,12.3529,0.001105,0.8095265079455026,8.095265079455029,40.47632539727513,161.90530158910053
uuf50-010.cnf,uuf50-218,ok,UNSAT,50,218,38,495,36,1,13.0263,0.001091,0.7676776981951897,7.676776981951898,38.38388490975949,153.53553963903795
uuf50-0100.cnf,uuf50-218,ok,UNSAT,50,218,64,651,55,1,10.1719,0.001106,0.9831005023643566,9.831005023643568,49.15502511821783,196.62010047287131
uuf50-01000.cnf,uuf50-218,ok,UNSAT,50,218,39,484,37,1,12.4103,0.001223,0.8057822937398774,8.057822937398775,40.28911468699387,161.15645874797548
uuf50-0101.cnf,uuf50-218,ok,UNSAT,50,218,55,685,49,1,12.4545,0.001153,0.8029226384037899,8.0292263840379,40.14613192018949,160.58452768075796
uuf50-0102.cnf,uuf50-218,ok,UNSAT,50,218,116,1316,102,1,11.3448,0.001195,0.8814611099358297,8.814611099358299,44.07305549679148,176.29222198716593
uuf50-0103.cnf,uuf50-218,ok,UNSAT,50,218,88,952,71,1,10.8182,0.001113,0.9243681943391693,9.243681943391694,46.21840971695846,184.87363886783385
uuf50-0104.cnf,uuf50-218,ok,UNSAT,50,218,84,945,73,1,11.25,0.001201,0.8888888888888888,8.88888888888889,44.44444444444444,177.77777777777777
uuf50-0105.cnf,uuf50-218,ok,UNSAT,50,218,66,889,64,1,13.4697,0.001142,0.7424070320794078,7.42407032079408,37.12035160397039,148.48140641588157
uuf50-0106.cnf,uuf50-218,ok,UNSAT,50,218,99,1237,82,1,12.4949,0.001151,0.800326533225556,8.003265332255562,40.0163266612778,160.0653066451112
uuf50-0107.cnf,uuf50-218,ok,UNSAT,50,218,85,1019,74,1,11.9882,0.001127,0.834153584357952,8.341535843579521,41.7076792178976,166.8307168715904
uuf50-0108.cnf,uuf50-218,ok,UNSAT,50,218,45,530,33,1,11.7778,0.001088,0.8490550017830155,8.490550017830158,42.452750089150776,169.8110003566031
uuf50-0109.cnf,uuf50-218,ok,UNSAT,50,218,94,1160,85,1,12.3404,0.001208,0.810346504165181,8.10346504165181,40.51732520825905,162.0693008330362
uuf50-011.cnf,uuf50-218,ok,UNSAT,50,218,94,1070,81,1,11.383,0.001117,0.8785030308354564,8.785030308354566,43.92515154177282,175.70060616709128
uuf50-0110.cnf,uuf50-218,ok,UNSAT,50,218,81,1117,71,1,13.7901,0.00126,0.7251579031334072,7.2515790313340736,36.257895156670365,145.03158062668146
uuf50-0111.cnf,uuf50-218,ok,UNSAT,50,218,64,753,51,1,11.7656,0.001082,0.8499354049092269,8.49935404909227,42.49677024546135,169.9870809818454
uuf50-0112.cnf,uuf50-218,ok,UNSAT,50,218,83,980,73,1,11.8072,0.001225,0.8469408496510604,8.469408496510605,42.34704248255302,169.3881699302121
uuf50-0113.cnf,uuf50-218,ok,UNSAT,50,218,44,595,41,1,13.5227,0.001045,0.7394972897424331,7.394972897424331,36.97486448712166,147.89945794848663
uuf50-0114.cnf,uuf50-218,ok,UNSAT,50,218,98,1073,87,1,10.949,0.001176,0.9133254178463787,9.133254178463789,45.666270892318934,182.66508356927574
uuf50-0115.cnf,uuf50-218,ok,UNSAT,50,218,94,1196,83,1,12.7234,0.001216,0.7859534401182074,7.859534401182075,39.29767200591037,157.19068802364148
uuf50-0116.cnf,uuf50-218,ok,UNSAT,50,218,78,959,72,1,12.2949,0.001127,0.8133453708448218,8.133453708448219,40.66726854224109,162.66907416896436
uuf50-0117.cnf,uuf50-218,ok,UNSAT,50,218,85,1161,72,1,13.6588,0.001113,0.7321287375172051,7.3212873751720515,36.606436875860254,146.42574750344102
uuf50-0118.cnf,uuf50-218,ok,UNSAT,50,218,65,863,57,1,13.2769,0.001088,0.7531878676498279,7.53187867649828,37.659393382491395,150.63757352996558
uuf50-0119.cnf,uuf50-218,ok,UNSAT,50,218,84,1095,78,1,13.0357,0.001112,0.7671241283552092,7.671241283552092,38.356206417760454,153.42482567104182
uuf50-012.cnf,uuf50-218,ok,UNSAT,50,218,64,731,58,1,11.4219,0.00114,0.8755110795927121,8.755110795927123,43.77555397963561,175.10221591854244
uuf50-0120.cnf,uuf50-218,ok,UNSAT,50,218,86,1148,75,1,13.3488,0.001133,0.7491310080306843,7.491310080306845,37.456550401534216,149.82620160613686
uuf50-0121.cnf,uuf50-218,ok,UNSAT,50,218,63,819,59,1,13.0,0.001106,0.7692307692307693,7.692307692307693,38.46153846153846,153.84615384615384
uuf50-0122.cnf,uuf50-218,ok,UNSAT,50,218,79,804,63,1,10.1772,0.001086,0.9825885312266636,9.825885312266637,49.12942656133318,196.51770624533273
uuf50-0123.cnf,uuf50-218,ok,UNSAT,50,218,60,698,54,1,11.6333,0.001095,0.8596013169092175,8.596013169092176,42.98006584546088,171.9202633818435
uuf50-0124.cnf,uuf50-218,ok,UNSAT,50,218,80,1166,79,1,14.575,0.001126,0.686106346483705,6.861063464837051,34.30531732418525,137.221269296741
uuf50-0125.cnf,uuf50-218,ok,UNSAT,50,218,62,783,59,1,12.629,0.001091,0.7918283316177053,7.918283316177054,39.591416580885266,158.36566632354106
uuf50-0126.cnf,uuf50-218,ok,UNSAT,50,218,63,703,58,1,11.1587,0.001107,0.8961617392707036,8.961617392707037,44.80808696353518,179.23234785414073
uuf50-0127.cnf,uuf50-218,ok,UNSAT,50,218,104,1452,94,1,13.9615,0.001146,0.7162554166815887,7.162554166815888,35.81277083407944,143.25108333631775
uuf50-0128.cnf,uuf50-218,ok,UNSAT,50,218,79,1150,75,1,14.557,0.001077,0.6869547296833138,6.869547296833139,34.347736484165694,137.39094593666277
uuf50-0129.cnf,uuf50-218,ok,UNSAT,50,218,74,973,67,1,13.1486,0.001132,0.7605372435088146,7.605372435088148,38.02686217544073,152.10744870176293
uuf50-013.cnf,uuf50-218,ok,UNSAT,50,218,63,664,49,1,10.5397,0.001101,0.9487936089262503,9.487936089262504,47.439680446312515,189.75872178525006
uuf50-0130.cnf,uuf50-218,ok,UNSAT,50,218,74,1146,68,1,15.4865,0.001168,0.6457236948309818,6.457236948309819,32.28618474154909,129.14473896619637
uuf50-0131.cnf,uuf50-218,ok,UNSAT,50,218,76,945,72,1,12.4342,0.001104,0.8042334850653842,8.042334850653843,40.21167425326921,160.84669701307683
uuf50-0132.cnf,uuf50-218,ok,UNSAT,50,218,112,1296,94,1,11.5714,0.001157,0.8641996646905301,8.641996646905302,43.209983234526504,172.83993293810602
uuf50-0133.cnf,uuf50-218,ok,UNSAT,50,218,83,1003,76,1,12.0843,0.001189,0.827520005296128,8.275200052961281,41.3760002648064,165.5040010592256
uuf50-0134.cnf,uuf50-218,ok,UNSAT,50,218,82,980,77,1,11.9512,0.001119,0.8367360599772408,8.36736059977241,41.83680299886204,167.34721199544816
uuf50-0135.cnf,uuf50-218,ok,UNSAT,50,218,66,618,52,1,9.3636,0.001049,1.0679653124866504,10.679653124866507,53.398265624332524,213.5930624973301
uuf50-0136.cnf,uuf50-218,ok,UNSAT,50,218,72,992,65,1,13.7778,0.001265,0.7258052809592243,7.258052809592244,36.290264047961216,145.16105619184486
uuf50-0137.cnf,uuf50-218,ok,UNSAT,50,218,57,778,49,1,13.6491,0.001121,0.7326490391307852,7.3264903913078525,36.632451956539256,146.52980782615703
uuf50-0138.cnf,uuf50-218,ok,UNSAT,50,218,43,617,42,1,14.3488,0.001145,0.6969223907225691,6.969223907225692,34.846119536128455,139.38447814451382
uuf50-0139.cnf,uuf50-218,ok,UNSAT,50,218,39,466,38,1,11.9487,0.001124,0.8369111284072744,8.369111284072746,41.84555642036372,167.38222568145488
uuf50-014.cnf,uuf50-218,ok,UNSAT,50,218,48,581,45,1,12.1042,0.001122,0.8261595148791329,8.26159514879133,41.30797574395664,165.23190297582656
uuf50-0140.cnf,uuf50-218,ok,UNSAT,50,218,51,636,48,1,12.4706,0.001085,0.8018860359565699,8.0188603595657,40.09430179782849,160.37720719131397
uuf50-0141.cnf,uuf50-218,ok,UNSAT,50,218,75,898,62,1,11.9733,0.00112,0.8351916347205867,8.351916347205867,41.75958173602933,167.03832694411733
uuf50-0142.cnf,uuf50-218,ok,UNSAT,50,218,135,1675,122,2,12.4074,0.001236,0.8059706304302271,8.059706304302273,40.29853152151135,161.1941260860454
uuf50-0143.cnf,uuf50-218,ok,UNSAT,50,218,95,1275,89,1,13.4211,0.001203,0.7450954094671823,7.4509540946718245,37.254770473359116,149.01908189343646
uuf50-0144.cnf,uuf50-218,ok,UNSAT,50,218,53,682,50,1,12.8679,0.001088,0.7771275810349785,7.771275810349786,38.856379051748924,155.4255162069957
uuf50-0145.cnf,uuf50-218,ok,UNSAT,50,218,30,473,29,1,15.7667,0.001074,0.6342481305536352,6.342481305536353,31.71240652768176,126.84962611072704
uuf50-0146.cnf,uuf50-218,ok,UNSAT,50,218,35,426,35,1,12.1714,0.001055,0.8215981727656637,8.215981727656638,41.079908638283186,164.31963455313274
uuf50-0147.cnf,uuf50-218,ok,UNSAT,50,218,76,974,70,1,12.8158,0.001112,0.7802868334399725,7.802868334399727,39.01434167199863,156.05736668799452
uuf50-0148.cnf,uuf50-218,ok,UNSAT,50,218,83,1118,77,1,13.4699,0.001169,0.7423960088790562,7.4239600887905635,37.11980044395281,148.47920177581125
uuf50-0149.cnf,uuf50-218,ok,UNSAT,50,218,70,958,64,1,13.6857,0.001195,0.7306896980059477,7.306896980059479,36.534484900297386,146.13793960118954
uuf50-015.cnf,uuf50-218,ok,UNSAT,50,218,39,472,36,1,12.1026,0.001071,0.8262687356435807,8.262687356435809,41.31343678217903,165.25374712871613
uuf50-0150.cnf,uuf50-218,ok,UNSAT,50,218,98,1437,91,1,14.6633,0.001166,0.6819747260166539,6.819747260166539,34.09873630083269,136.39494520333076
uuf50-0151.cnf,uuf50-218,ok,UNSAT,50,218,44,586,40,1,13.3182,0.001058,0.7508522172665977,7.508522172665978,37.542610863329884,150.17044345331954
uuf50-0152.cnf,uuf50-218,ok,UNSAT,50,218,64,837,61,1,13.0781,0.001106,0.7646370650170897,7.646370650170898,38.231853250854485,152.92741300341794
uuf50-0153.cnf,uuf50-218,ok,UNSAT,50,218,106,1255,87,1,11.8396,0.001124,0.8446231291597689,8.44623129159769,42.23115645798844,168.92462583195376
uuf50-0154.cnf,uuf50-218,ok,UNSAT,50,218,62,778,54,1,12.5484,0.00109,0.796914347645915,7.969143476459151,39.845717382295746,159.38286952918298
uuf50-0155.cnf,uuf50-218,ok,UNSAT,50,218,87,971,72,1,11.1609,0.001107,0.895985090808089,8.959850908080892,44.79925454040445,179.1970181616178
uuf50-0156.cnf,uuf50-218,ok,UNSAT,50,218,42,514,34,1,12.2381,0.001067,0.8171203046224496,8.171203046224496,40.856015231122484,163.42406092448994
uuf50-0157.cnf,uuf50-218,ok,UNSAT,50,218,66,731,57,1,11.0758,0.001119,0.9028693186948121,9.028693186948123,45.14346593474061,180.57386373896244
uuf50-0158.cnf,uuf50-218,ok,UNSAT,50,218,46,530,41,1,11.5217,0.001133,0.8679274759801071,8.679274759801073,43.39637379900536,173.58549519602144
uuf50-0159.cnf,uuf50-218,ok,UNSAT,50,218,76,869,67,1,11.4342,0.001162,0.8745692746322435,8.745692746322437,43.72846373161218,174.91385492644872
uuf50-016.cnf,uuf50-218,ok,UNSAT,50,218,20,328,19,1,16.4,0.001052,0.6097560975609757,6.097560975609757,30.487804878048784,121.95121951219514
uuf50-0160.cnf,uuf50-218,ok,UNSAT,50,218,80,942,69,1,11.775,0.00113,0.8492569002123141,8.492569002123144,42.46284501061571,169.85138004246284
uuf50-0161.cnf,uuf50-218,ok,UNSAT,50,218,65,809,59,1,12.4462,0.00115,0.8034580835917791,8.034580835917792,40.172904179588954,160.69161671835582
uuf50-0162.cnf,uuf50-218,ok,UNSAT,50,218,42,639,40,1,15.2143,0.001079,0.6572763781442459,6.57276378144246,32.86381890721229,131.45527562884917
uuf50-0163.cnf,uuf50-218,ok,UNSAT,50,218,104,1370,97,1,13.1731,0.001164,0.7591227577411543,7.591227577411544,37.956137887057714,151.82455154823086
uuf50-0164.cnf,uuf50-218,ok,UNSAT,50,218,53,746,49,1,14.0755,0.001076,0.7104543355475826,7.104543355475828,35.52271677737913,142.09086710951652
uuf50-0165.cnf,uuf50-218,ok,UNSAT,50,218,64,788,58,1,12.3125,0.001139,0.8121827411167513,8.121827411167514,40.609137055837564,162.43654822335026
uuf50-0166.cnf,uuf50-218,ok,UNSAT,50,218,56,779,54,1,13.9107,0.001114,0.7188710848483542,7.1887108484835425,35.943554242417704,143.77421696967082
uuf50-0167.cnf,uuf50-218,ok,UNSAT,50,218,67,897,61,1,13.3881,0.00118,0.7469319769048632,7.469319769048634,37.346598845243165,149.38639538097266
uuf50-0168.cnf,uuf50-218,ok,UNSAT,50,218,53,685,46,1,12.9245,0.001075,0.7737243220240628,7.73724322024063,38.686216101203144,154.74486440481257
uuf50-0169.cnf,uuf50-218,ok,UNSAT,50,218,69,752,65,1,10.8986,0.001111,0.9175490429963481,9.175490429963483,45.87745214981741,183.50980859926963
uuf50-017.cnf,uuf50-218,ok,UNSAT,50,218,54,508,44,1,9.4074,0.00108,1.0629929629865849,10.62992962986585,53.149648149329245,212.59859259731698
uuf50-0170.cnf,uuf50-218,ok,UNSAT,50,218,61,646,49,1,10.5902,0.00113,0.9442692300428699,9.4426923004287,47.213461502143495,188.85384600857398
uuf50-0171.cnf,uuf50-218,ok,UNSAT,50,218,76,948,72,1,12.4737,0.0012,0.8016867489197271,8.016867489197272,40.08433744598636,160.33734978394543
uuf50-0172.cnf,uuf50-218,ok,UNSAT,50,218,50,581,44,1,11.62,0.001109,0.8605851979345955,8.605851979345957,43.029259896729776,172.1170395869191
uuf50-0173.cnf,uuf50-218,ok,UNSAT,50,218,69,806,58,1,11.6812,0.001116,0.8560764305037153,8.560764305037155,42.80382152518577,171.21528610074307
uuf50-0174.cnf,uuf50-218,ok,UNSAT,50,218,58,670,55,1,11.5517,0.001094,0.8656734506609417,8.656734506609418,43.28367253304708,173.13469013218833
uuf50-0175.cnf,uuf50-218,ok,UNSAT,50,218,60,801,55,1,13.35,0.001153,0.7490636704119851,7.490636704119852,37.453183520599254,149.81273408239701
uuf50-0176.cnf,uuf50-218,ok,UNSAT,50,218,113,1150,96,1,10.177,0.001174,0.9826078412105729,9.82607841210573,49.13039206052864,196.52156824211457
uuf50-0177.cnf,uuf50-218,ok,UNSAT,50,218,55,722,51,1,13.1273,0.001084,0.7617712705583022,7.617712705583023,38.088563527915106,152.35425411166042
uuf50-0178.cnf,uuf50-218,ok,UNSAT,50,218,79,982,73,1,12.4304,0.001141,0.8044793409705239,8.044793409705239,40.22396704852619,160.89586819410476
uuf50-0179.cnf,uuf50-218,ok,UNSAT,50,218,64,691,56,1,10.7969,0.001095,0.9261917772694014,9.261917772694014,46.30958886347007,185.23835545388027
uuf50-018.cnf,uuf50-218,ok,UNSAT,50,218,50,601,48,1,12.02,0.00109,0.831946755407654,8.31946755407654,41.597337770382694,166.38935108153078
uuf50-0180.cnf,uuf50-218,ok,UNSAT,50,218,77,978,65,1,12.7013,0.001136,0.7873209828915151,7.873209828915152,39.366049144575754,157.46419657830302
uuf50-0181.cnf,uuf50-218,ok,UNSAT,50,218,55,685,50,1,12.4545,0.001056,0.8029226384037899,8.0292263840379,40.14613192018949,160.58452768075796
uuf50-0182.cnf,uuf50-218,ok,UNSAT,50,218,92,1087,74,1,11.8152,0.001112,0.8463673911571534,8.463673911571536,42.31836955785767,169.2734782314307
uuf50-0183.cnf,uuf50-218,ok,UNSAT,50,218,76,881,61,1,11.5921,0.001096,0.8626564643162153,8.626564643162155,43.13282321581077,172.53129286324307
uuf50-0184.cnf,uuf50-218,ok,UNSAT,50,218,103,1389,97,1,13.4854,0.001175,0.7415427054444065,7.415427054444066,37.077135272220325,148.3085410888813
uuf50-0185.cnf,uuf50-218,ok,UNSAT,50,218,60,719,54,1,11.9833,0.001082,0.8344946717515209,8.34494671751521,41.72473358757605,166.8989343503042
uuf50-0186.cnf,uuf50-218,ok,UNSAT,50,218,42,529,40,1,12.5952,0.001045,0.7939532520325203,7.939532520325204,39.697662601626014,158.79065040650406
uuf50-0187.cnf,uuf50-218,ok,UNSAT,50,218,89,1071,74,1,12.0337,0.001106,0.8309996094301836,8.309996094301837,41.54998047150918,166.19992188603672
uuf50-0188.cnf,uuf50-218,ok,UNSAT,50,218,68,780,60,1,11.4706,0.001071,0.8717939776472025,8.717939776472026,43.589698882360125,174.3587955294405
uuf50-0189.cnf,uuf50-218,ok,UNSAT,50,218,96,1156,84,1,12.0417,0.001108,0.8304475281729323,8.304475281729324,41.522376408646615,166.08950563458646
uuf50-019.cnf,uuf50-218,ok,UNSAT,50,218,50,618,46,1,12.36,0.001073,0.8090614886731392,8.090614886731393,40.45307443365696,161.81229773462783
