size,rtt_us
512,2398.000011453405
512,2428.3750099129975
512,2524.416981032118
512,2559.5419865567237
512,2524.0409886464477
512,2554.333012085408
512,2887.1249814983457
512,2533.1250217277557
512,2422.1669882535934
512,2405.250008450821
512,2431.999979307875
512,2715.083013754338
512,2472.833002684638
512,2447.249979013577
512,2441.082993755117
512,2396.7500019352883
512,2413.457987131551
512,2437.7499939873815
512,2392.1250249259174
512,2379.4170119799674
512,2354.666998144239
512,2432.5420090463012
512,2427.542000077665
512,2350.9169986937195
512,2413.790993159637
512,2414.4999915733933
512,2340.04101366736
512,2341.9159988407046
512,2395.542018348351
512,2322.582993656397
512,2367.4579861108214
512,2378.8750113453716
512,2359.8749830853194
512,2363.750012591481
512,2335.917000891641
512,2370.583009906113
512,2364.33299141936
512,2359.500009333715
512,2386.2500092945993
512,2361.833001486957
512,2389.5000049378723
512,2399.2499918676913
512,2340.2500082738698
512,2581.082982942462
512,2462.3339995741844
512,2371.1249814368784
512,2376.916992943734
512,2497.832989320159
512,2564.2499967943877
512,2637.666999362409
512,2613.082993775606
512,2700.2499846275896
512,2629.8750017303973
512,2557.9999783076346
512,2484.6660089679062
512,2385.833009611815
512,2376.7919919919223
512,2352.37498418428
512,2498.4999909065664
512,2664.0419964678586
512,2372.583985561505
512,2353.916992433369
512,2344.9580185115337
512,2321.499981917441
512,2355.6250089313835
512,2386.624983046204
512,2377.500000875443
512,2353.375020902604
512,2337.2090072371066
512,2350.0829993281513
512,2331.6669976338744
512,2341.4169845636934
512,2336.7920075543225
512,2336.6250097751617
512,2329.7919833566993
512,2330.7499941438437
512,2385.8750064391643
512,2321.0830113384873
512,2352.37498418428
512,2312.5830048229545
512,2316.87500490807
512,2321.0000072140247
